transcript_id	base_enst	gene_id	gene_name	chrom	strand	cds_len	n_codons	n_cds_exons	n_internal_junctions	div_by_3	length_filtered	in_txome_ref
ENST00000432997.5	ENST00000432997	ENSG00000197584.12	KCNMB2	chr3	+	705	235	4	3	True	False	True
ENST00000432999.6	ENST00000432999	ENSG00000236287.8	ZBED5	chr11	-	2079	693	1	0	True	False	True
ENST00000433030.3	ENST00000433030	ENSG00000236371.5	CT47A1	chrX	-	864	288	2	1	True	False	True
ENST00000433039.1	ENST00000433039	ENSG00000183246.6	RIMBP3C	chr22	-	4917	1639	1	0	True	False	True
ENST00000433055.1	ENST00000433055	ENSG00000163923.10	RPL39L	chr3	-	153	51	1	0	True	False	True
ENST00000433060.3	ENST00000433060	ENSG00000166025.18	AMOTL1	chr11	+	2868	956	13	12	True	False	True
ENST00000433078.5	ENST00000433078	ENSG00000135185.12	TMEM243	chr7	-	354	118	4	3	True	False	True
ENST00000433154.6	ENST00000433154	ENSG00000249961.10	TERB1	chr16	-	2181	727	17	16	True	False	True
ENST00000433179.3	ENST00000433179	ENSG00000187642.9	PERM1	chr1	-	2370	790	3	2	True	True	True
ENST00000433197.4	ENST00000433197	ENSG00000178607.16	ERN1	chr17	-	2931	977	22	21	True	False	True
ENST00000433211.7	ENST00000433211	ENSG00000183230.17	CTNNA3	chr10	-	2685	895	17	16	True	False	True
ENST00000433282.6	ENST00000433282	ENSG00000145832.14	SLC25A48	chr5	+	933	311	7	6	True	False	True
ENST00000433342.5	ENST00000433342	ENSG00000215910.7	C1orf167	chr1	+	4404	1468	21	20	True	True	True
ENST00000433351.7	ENST00000433351	ENSG00000116005.12	PCYOX1	chr2	+	1515	505	6	5	True	True	True
ENST00000433363.7	ENST00000433363	ENSG00000141485.17	SLC13A5	chr17	-	1704	568	12	11	True	False	True
ENST00000433389.8	ENST00000433389	ENSG00000104413.18	ESRP1	chr8	+	2043	681	15	14	True	False	True
ENST00000433425.4	ENST00000433425	ENSG00000196972.9	SMIM10L2B	chrX	-	234	78	1	0	True	False	True
ENST00000433436.6	ENST00000433436	ENSG00000122705.17	CLTA	chr9	+	744	248	7	6	True	False	True
ENST00000433452.6	ENST00000433452	ENSG00000165828.15	PRAP1	chr10	+	453	151	5	4	True	False	True
ENST00000433477.4	ENST00000433477	ENSG00000256043.3	CTSO	chr4	-	963	321	8	7	True	True	True
ENST00000433642.3	ENST00000433642	ENSG00000189114.8	BLOC1S3	chr19	+	606	202	1	0	True	False	True
ENST00000433688.2	ENST00000433688	ENSG00000188070.9	C11orf95	chr11	-	2034	678	5	4	True	False	True
ENST00000433731.7	ENST00000433731	ENSG00000178222.13	RNF212	chr4	-	891	297	10	9	True	False	True
ENST00000433765.3	ENST00000433765	ENSG00000180720.7	CHRM4	chr11	-	1437	479	1	0	True	True	True
ENST00000433866.7	ENST00000433866	ENSG00000230989.7	HSBP1	chr16	+	228	76	3	2	True	False	True
ENST00000433867.5	ENST00000433867	ENSG00000105287.12	PRKD2	chr19	-	2634	878	18	17	True	False	True
ENST00000433881.5	ENST00000433881	ENSG00000158528.12	PPP1R9A	chr7	+	3294	1098	15	14	True	False	True
ENST00000433922.6	ENST00000433922	ENSG00000136261.15	BZW2	chr7	+	1257	419	11	10	True	False	True
ENST00000433931.7	ENST00000433931	ENSG00000159082.18	SYNJ1	chr21	-	4836	1612	32	31	True	True	True
ENST00000433935.6	ENST00000433935	ENSG00000141497.14	ZMYND15	chr17	+	2226	742	13	12	True	False	True
ENST00000433957.7	ENST00000433957	ENSG00000160183.16	TMPRSS3	chr21	-	1362	454	12	11	True	False	True
ENST00000433976.6	ENST00000433976	ENSG00000170100.13	ZNF778	chr16	+	2271	757	6	5	True	False	True
ENST00000433985.7	ENST00000433985	ENSG00000100360.15	IFT27	chr22	-	558	186	7	6	True	False	True
ENST00000434006.2	ENST00000434006	ENSG00000229453.2	SPINK8	chr3	-	291	97	5	4	True	True	True
ENST00000434106.7	ENST00000434106	ENSG00000136811.16	ODF2	chr9	+	2487	829	20	19	True	False	True
ENST00000434127.2	ENST00000434127	ENSG00000187678.9	SPRY4	chr5	-	897	299	1	0	True	False	True
ENST00000434130.5	ENST00000434130	ENSG00000229474.6	PATL2	chr15	-	1629	543	15	14	True	False	True
ENST00000434178.6	ENST00000434178	ENSG00000074416.14	MGLL	chr3	-	909	303	7	6	True	False	True
ENST00000434239.4	ENST00000434239	ENSG00000231824.4	AKAIN1	chr18	-	207	69	2	1	True	False	True
ENST00000434248.6	ENST00000434248	ENSG00000128000.16	ZNF780B	chr19	-	2499	833	4	3	True	False	True
ENST00000434316.7	ENST00000434316	ENSG00000150403.18	TMCO3	chr13	+	2031	677	12	11	True	False	True
ENST00000434325.7	ENST00000434325	ENSG00000141934.10	PLPP2	chr19	-	864	288	6	5	True	False	True
ENST00000434342.5	ENST00000434342	ENSG00000001617.12	SEMA3F	chr3	+	2262	754	17	16	True	False	True
ENST00000434396.1	ENST00000434396	ENSG00000230778.1	ANKRD63	chr15	-	1140	380	1	0	True	True	True
ENST00000434410.5	ENST00000434410	ENSG00000114735.9	HEMK1	chr3	+	1014	338	10	9	True	False	True
ENST00000434415.6	ENST00000434415	ENSG00000204946.10	ZNF783	chr7	+	1638	546	6	5	True	False	True
ENST00000434423.4	ENST00000434423	ENSG00000196313.11	POM121	chr7	+	3747	1249	13	12	True	True	True
ENST00000434436.8	ENST00000434436	ENSG00000071655.18	MBD3	chr19	-	873	291	6	5	True	False	True
ENST00000434457.6	ENST00000434457	ENSG00000137145.20	DENND4C	chr9	+	5874	1958	32	31	True	False	True
ENST00000434505.5	ENST00000434505	ENSG00000223572.10	CKMT1A	chr15	+	1251	417	9	8	True	False	True
ENST00000434507.5	ENST00000434507	ENSG00000178234.13	GALNT11	chr7	+	1824	608	11	10	True	False	True
ENST00000434551.2	ENST00000434551	ENSG00000237110.2	TAAR9	chr6	+	1044	348	1	0	True	True	True
ENST00000434581.7	ENST00000434581	ENSG00000167904.15	TMEM68	chr8	-	972	324	6	5	True	False	True
ENST00000434632.5	ENST00000434632	ENSG00000186281.12	GPAT2	chr2	-	2385	795	21	20	True	False	True
ENST00000434634.7	ENST00000434634	ENSG00000177082.13	WDR73	chr15	-	1134	378	8	7	True	True	True
ENST00000434643.6	ENST00000434643	ENSG00000079150.18	FKBP7	chr2	-	663	221	4	3	True	True	True
ENST00000434646.6	ENST00000434646	ENSG00000204866.8	IGFL2	chr19	+	390	130	4	3	True	False	True
ENST00000434687.5	ENST00000434687	ENSG00000030419.16	IKZF2	chr2	-	1578	526	7	6	True	False	True
ENST00000434704.2	ENST00000434704	ENSG00000064195.7	DLX3	chr17	-	861	287	3	2	True	False	True
ENST00000434737.6	ENST00000434737	ENSG00000188629.12	ZNF177	chr19	+	1443	481	5	4	True	False	True
ENST00000434739.3	ENST00000434739	ENSG00000140478.15	GOLGA6D	chr15	+	2079	693	18	17	True	True	True
ENST00000434748.2	ENST00000434748	ENSG00000112787.13	FBRSL1	chr12	+	3135	1045	17	16	True	False	True
ENST00000434752.4	ENST00000434752	ENSG00000228672.4	PROB1	chr5	-	3045	1015	1	0	True	True	True
ENST00000434758.7	ENST00000434758	ENSG00000137691.13	CFAP300	chr11	+	801	267	7	6	True	False	True
ENST00000434772.8	ENST00000434772	ENSG00000178386.13	ZNF223	chr19	+	1446	482	4	3	True	False	True
ENST00000434815.1	ENST00000434815	ENSG00000234278.3	PRR20E	chr13	+	663	221	2	1	True	False	True
ENST00000434821.7	ENST00000434821	ENSG00000115170.15	ACVR1	chr2	-	1527	509	9	8	True	False	True
ENST00000434824.2	ENST00000434824	ENSG00000235631.2	RNF148	chr7	-	915	305	1	0	True	False	True
ENST00000434826.3	ENST00000434826	ENSG00000164123.7	C4orf45	chr4	-	558	186	5	4	True	False	True
ENST00000434837.8	ENST00000434837	ENSG00000112139.16	MDGA1	chr6	-	2865	955	17	16	True	False	True
ENST00000434883.3	ENST00000434883	ENSG00000228517.3	CT47A7	chrX	-	864	288	2	1	True	False	True
ENST00000434937.2	ENST00000434937	ENSG00000223638.3	RFPL4A	chr19	+	861	287	2	1	True	True	True
ENST00000434992.1	ENST00000434992	ENSG00000215174.2	NLRP2B	chrX	-	135	45	1	0	True	True	True
ENST00000435029.6	ENST00000435029	ENSG00000226650.6	KIF4B	chr5	+	3702	1234	1	0	True	False	True
ENST00000435030.6	ENST00000435030	ENSG00000168280.17	KIF5C	chr2	+	2871	957	25	24	True	False	True
ENST00000435041.3	ENST00000435041	ENSG00000198833.7	UBE2J1	chr6	-	954	318	8	7	True	False	True
ENST00000435050.1	ENST00000435050	ENSG00000189143.9	CLDN4	chr7	+	627	209	1	0	True	False	True
ENST00000435064.6	ENST00000435064	ENSG00000127054.21	INTS11	chr1	-	1800	600	17	16	True	False	True
ENST00000435159.2	ENST00000435159	ENSG00000181234.9	TMEM132C	chr12	+	3324	1108	9	8	True	True	True
ENST00000435205.6	ENST00000435205	ENSG00000164142.16	FAM160A1	chr4	+	3120	1040	11	10	True	False	True
ENST00000435213.6	ENST00000435213	ENSG00000136895.19	GARNL3	chr9	+	2973	991	29	28	True	False	True
ENST00000435218.6	ENST00000435218	ENSG00000088726.16	TMEM40	chr3	-	609	203	10	9	True	False	True
ENST00000435224.3	ENST00000435224	ENSG00000166016.6	ABTB2	chr11	-	3075	1025	17	16	True	False	True
ENST00000435339.3	ENST00000435339	ENSG00000147145.12	LPAR4	chrX	+	1110	370	1	0	True	False	True
ENST00000435363.7	ENST00000435363	ENSG00000224389.9	C4B	chr6	+	5232	1744	41	40	True	False	True
ENST00000435364.7	ENST00000435364	ENSG00000149474.13	KAT14	chr20	+	2346	782	10	9	True	False	True
ENST00000435456.7	ENST00000435456	ENSG00000100372.15	SLC25A17	chr22	-	921	307	9	8	True	False	True
ENST00000435504.9	ENST00000435504	ENSG00000143970.17	ASXL2	chr2	-	4305	1435	13	12	True	False	True
ENST00000435505.6	ENST00000435505	ENSG00000028116.17	VRK2	chr2	+	1524	508	12	11	True	False	True
ENST00000435506.7	ENST00000435506	ENSG00000141698.17	NT5C3B	chr17	-	900	300	9	8	True	False	True
ENST00000435532.7	ENST00000435532	ENSG00000069869.16	NEDD4	chr15	-	2700	900	29	28	True	False	True
ENST00000435564.5	ENST00000435564	ENSG00000115252.18	PDE1A	chr2	-	1635	545	14	13	True	False	True
ENST00000435607.3	ENST00000435607	ENSG00000007314.12	SCN4A	chr17	-	5508	1836	24	23	True	False	True
ENST00000435634.3	ENST00000435634	ENSG00000223496.3	EXOSC6	chr16	-	816	272	1	0	True	False	True
ENST00000435680.6	ENST00000435680	ENSG00000166912.17	MTMR10	chr15	-	2331	777	16	15	True	False	True
ENST00000435706.6	ENST00000435706	ENSG00000077097.15	TOP2B	chr3	-	4863	1621	36	35	True	False	True
ENST00000435765.5	ENST00000435765	ENSG00000161057.12	PSMC2	chr7	+	1299	433	12	11	True	False	True
ENST00000435803.6	ENST00000435803	ENSG00000179869.15	ABCA13	chr7	+	15174	5058	62	61	True	True	True
ENST00000435817.7	ENST00000435817	ENSG00000197948.11	FCHSD1	chr5	-	2070	690	20	19	True	False	True
ENST00000435822.5	ENST00000435822	ENSG00000138867.16	GUCD1	chr22	-	717	239	6	5	True	False	True
ENST00000435881.6	ENST00000435881	ENSG00000108788.11	MLX	chr17	+	732	244	8	7	True	False	True
ENST00000435893.6	ENST00000435893	ENSG00000140044.13	JDP2	chr14	+	489	163	3	2	True	False	True
ENST00000435962.7	ENST00000435962	ENSG00000165929.13	TC2N	chr14	-	1470	490	11	10	True	False	True
ENST00000435989.7	ENST00000435989	ENSG00000204514.10	ZNF814	chr19	-	2565	855	3	2	True	False	True
ENST00000436022.2	ENST00000436022	ENSG00000114654.7	EFCC1	chr3	+	1794	598	8	7	True	True	True
ENST00000436027.9	ENST00000436027	ENSG00000250067.12	YJEFN3	chr19	+	747	249	6	5	True	False	True
ENST00000436041.5	ENST00000436041	ENSG00000274764.5	PRAMEF27	chr1	-	1434	478	3	2	True	False	True
ENST00000436063.7	ENST00000436063	ENSG00000067334.14	DNTTIP2	chr1	-	2268	756	7	6	True	False	True
ENST00000436066.4	ENST00000436066	ENSG00000166289.6	PLEKHF1	chr19	+	837	279	1	0	True	False	True
ENST00000436072.7	ENST00000436072	ENSG00000106483.12	SFRP4	chr7	-	1038	346	6	5	True	False	True
ENST00000436106.3	ENST00000436106	ENSG00000119559.17	C19orf25	chr19	-	354	118	2	1	True	False	True
ENST00000436120.7	ENST00000436120	ENSG00000189164.15	ZNF527	chr19	+	1827	609	4	3	True	False	True
ENST00000436261.5	ENST00000436261	ENSG00000178917.16	ZNF852	chr3	-	1629	543	3	2	True	False	True
ENST00000436302.6	ENST00000436302	ENSG00000146856.14	AGBL3	chr7	+	2760	920	16	15	True	False	True
ENST00000436390.5	ENST00000436390	ENSG00000214706.10	IFRD2	chr3	-	1326	442	12	11	True	False	True
ENST00000436404.6	ENST00000436404	ENSG00000144191.12	CNGA3	chr2	+	2028	676	6	5	True	False	True
ENST00000436407.7	ENST00000436407	ENSG00000141469.18	SLC14A1	chr18	+	1335	445	9	8	True	False	True
ENST00000436428.3	ENST00000436428	ENSG00000215183.5	MSMP	chr9	-	417	139	3	2	True	False	True
ENST00000436535.4	ENST00000436535	ENSG00000187595.16	ZNF385C	chr17	-	1497	499	8	7	True	True	True
ENST00000436583.5	ENST00000436583	ENSG00000158427.15	TMSB15B	chrX	+	135	45	2	1	True	True	True
ENST00000436587.7	ENST00000436587	ENSG00000106392.11	C1GALT1	chr7	+	1089	363	3	2	True	False	True
ENST00000436629.3	ENST00000436629	ENSG00000225110.3	PNMA6F	chrX	-	1734	578	1	0	True	False	True
ENST00000436639.6	ENST00000436639	ENSG00000080546.13	SESN1	chr6	-	1653	551	10	9	True	False	True
ENST00000436644.6	ENST00000436644	ENSG00000172239.14	PAIP1	chr5	-	1200	400	11	10	True	False	True
ENST00000436693.6	ENST00000436693	ENSG00000174130.12	TLR6	chr4	-	2388	796	1	0	True	False	True
ENST00000436697.3	ENST00000436697	ENSG00000225973.4	PIGBOS1	chr15	-	162	54	1	0	True	False	True
ENST00000436752.3	ENST00000436752	ENSG00000230601.7	TEX48	chr9	-	360	120	4	3	True	False	True
ENST00000436784.7	ENST00000436784	ENSG00000168237.18	GLYCTK	chr3	+	1569	523	4	3	True	False	True
ENST00000436874.6	ENST00000436874	ENSG00000028203.18	VEZT	chr12	+	2337	779	12	11	True	False	True
ENST00000436881.2	ENST00000436881	ENSG00000232434.2	AJM1	chr9	+	2928	976	1	0	True	True	True
ENST00000436886.7	ENST00000436886	ENSG00000239521.8	CASTOR3	chr7	-	489	163	4	3	True	False	True
ENST00000437033.6	ENST00000437033	ENSG00000196344.11	ADH7	chr4	-	1122	374	9	8	True	False	True
ENST00000437043.8	ENST00000437043	ENSG00000164308.17	ERAP2	chr5	+	2880	960	18	17	True	False	True
ENST00000437048.7	ENST00000437048	ENSG00000141252.20	VPS53	chr17	-	2496	832	22	21	True	False	True
ENST00000437139.7	ENST00000437139	ENSG00000179029.15	TMEM107	chr17	-	420	140	5	4	True	False	True
ENST00000437150.7	ENST00000437150	ENSG00000115271.11	GCA	chr2	+	651	217	8	7	True	False	True
ENST00000437161.7	ENST00000437161	ENSG00000284024.2	HSPA14	chr10	+	429	143	4	3	True	False	True
ENST00000437192.8	ENST00000437192	ENSG00000215131.11	C16orf90	chr16	-	546	182	3	2	True	False	True
ENST00000437198.7	ENST00000437198	ENSG00000140694.17	PARN	chr16	-	1917	639	24	23	True	False	True
ENST00000437212.8	ENST00000437212	ENSG00000137648.18	TMPRSS4	chr11	+	1311	437	13	12	True	False	True
ENST00000437300.2	ENST00000437300	ENSG00000237700.2	PRAMEF33	chr1	+	1422	474	3	2	True	True	True
ENST00000437304.6	ENST00000437304	ENSG00000154556.18	SORBS2	chr4	-	2472	824	19	18	True	False	True
ENST00000437316.7	ENST00000437316	ENSG00000232629.9	HLA-DQB2	chr6	-	792	264	6	5	True	False	True
ENST00000437464.1	ENST00000437464	ENSG00000225614.4	ZNF469	chr16	+	11775	3925	2	1	True	True	True
ENST00000437508.6	ENST00000437508	ENSG00000109654.15	TRIM2	chr4	+	2232	744	11	10	True	False	True
ENST00000437525.2	ENST00000437525	ENSG00000095981.10	KCNK16	chr6	-	882	294	5	4	True	False	True
ENST00000437553.6	ENST00000437553	ENSG00000100814.18	CCNB1IP1	chr14	-	831	277	3	2	True	False	True
ENST00000437570.6	ENST00000437570	ENSG00000176783.15	RUFY1	chr5	+	1800	600	17	16	True	False	True
ENST00000437605.3	ENST00000437605	ENSG00000214946.14	TBC1D26	chr17	+	750	250	9	8	True	False	True
ENST00000437633.6	ENST00000437633	ENSG00000128512.23	DOCK4	chr7	-	5898	1966	52	51	True	False	True
ENST00000437635.3	ENST00000437635	ENSG00000189325.7	BNIP5	chr6	-	1956	652	11	10	True	False	True
ENST00000437807.6	ENST00000437807	ENSG00000178927.18	CYBC1	chr17	-	561	187	6	5	True	False	True
ENST00000437809.5	ENST00000437809	ENSG00000116580.18	GON4L	chr1	-	6720	2240	31	30	True	False	True
ENST00000437810.6	ENST00000437810	ENSG00000229972.8	IQCF3	chr3	+	462	154	3	2	True	True	True
ENST00000437818.1	ENST00000437818	ENSG00000233050.1	DEFB130B	chr8	-	237	79	2	1	True	True	True
ENST00000437823.4	ENST00000437823	ENSG00000276581.2	SPATA31A5	chr9	+	4041	1347	4	3	True	False	True
ENST00000437936.2	ENST00000437936	ENSG00000188293.6	IGFL1	chr19	+	330	110	4	3	True	False	True
ENST00000438032.6	ENST00000438032	ENSG00000127483.19	HP1BP3	chr1	-	1659	553	12	11	True	False	True
ENST00000438075.7	ENST00000438075	ENSG00000204482.11	LST1	chr6	+	291	97	4	3	True	False	True
ENST00000438120.5	ENST00000438120	ENSG00000142949.17	PTPRF	chr1	+	5694	1898	31	30	True	False	True
ENST00000438146.7	ENST00000438146	ENSG00000100320.23	RBFOX2	chr22	-	1353	451	14	13	True	False	True
ENST00000438167.8	ENST00000438167	ENSG00000069764.10	PLA2G10	chr16	-	495	165	4	3	True	False	True
ENST00000438251.3	ENST00000438251	ENSG00000213471.10	TTLL13P	chr15	+	2445	815	14	13	True	True	True
ENST00000438320.6	ENST00000438320	ENSG00000129187.14	DCTD	chr4	-	534	178	5	4	True	False	True
ENST00000438323.2	ENST00000438323	ENSG00000068079.8	IFI35	chr17	+	864	288	7	6	True	False	True
ENST00000438331.5	ENST00000438331	ENSG00000122359.18	ANXA11	chr10	-	1515	505	14	13	True	False	True
ENST00000438419.6	ENST00000438419	ENSG00000113597.18	TRAPPC13	chr5	+	1254	418	13	12	True	True	True
ENST00000438447.2	ENST00000438447	ENSG00000133401.16	PDZD2	chr5	+	8517	2839	24	23	True	False	True
ENST00000438495.6	ENST00000438495	ENSG00000111912.20	NCOA7	chr6	+	657	219	6	5	True	False	True
ENST00000438525.3	ENST00000438525	ENSG00000235699.3	CXorf51B	chrX	+	324	108	2	1	True	True	True
ENST00000438528.7	ENST00000438528	ENSG00000176209.11	SMIM19	chr8	+	321	107	3	2	True	False	True
ENST00000438567.6	ENST00000438567	ENSG00000117834.12	SLC5A9	chr1	+	2043	681	14	13	True	False	True
ENST00000438607.2	ENST00000438607	ENSG00000232112.3	TMA7	chr3	+	192	64	4	3	True	False	True
ENST00000438661.2	ENST00000438661	ENSG00000116396.14	KCNC4	chr1	+	1878	626	4	3	True	True	True
ENST00000438731.6	ENST00000438731	ENSG00000237136.7	C4orf51	chr4	+	606	202	6	5	True	False	True
ENST00000438747.7	ENST00000438747	ENSG00000130305.17	NSUN5	chr7	-	1398	466	10	9	True	False	True
ENST00000438782.5	ENST00000438782	ENSG00000173421.17	CCDC36	chr3	+	1782	594	7	6	True	False	True
ENST00000438828.4	ENST00000438828	ENSG00000138380.18	CARF	chr2	+	2175	725	14	13	True	False	True
ENST00000438926.6	ENST00000438926	ENSG00000070915.10	SLC12A3	chr16	+	3090	1030	26	25	True	True	True
ENST00000438980.6	ENST00000438980	ENSG00000173264.14	GPR137	chr11	+	1188	396	7	6	True	False	True
ENST00000438998.7	ENST00000438998	ENSG00000180822.12	PSMG4	chr6	+	369	123	3	2	True	False	True
ENST00000439040.5	ENST00000439040	ENSG00000133657.15	ATP13A3	chr3	-	3678	1226	31	30	True	False	True
ENST00000439062.6	ENST00000439062	ENSG00000196083.10	IL1RAP	chr3	+	1710	570	10	9	True	False	True
ENST00000439096.3	ENST00000439096	ENSG00000105327.18	BBC3	chr19	-	579	193	3	2	True	False	True
ENST00000439140.6	ENST00000439140	ENSG00000155754.15	C2CD6	chr2	-	5460	1820	16	15	True	False	True
ENST00000439151.6	ENST00000439151	ENSG00000165671.20	NSD1	chr5	+	8088	2696	22	21	True	False	True
ENST00000439174.7	ENST00000439174	ENSG00000120063.10	GNA13	chr17	-	1131	377	4	3	True	False	True
ENST00000439211.7	ENST00000439211	ENSG00000228716.7	DHFR	chr5	-	561	187	6	5	True	False	True
ENST00000439251.3	ENST00000439251	ENSG00000198883.12	PNMA5	chrX	-	1344	448	1	0	True	False	True
ENST00000439262.6	ENST00000439262	ENSG00000115592.11	PRKAG3	chr2	-	1467	489	13	12	True	True	True
ENST00000439326.8	ENST00000439326	ENSG00000223547.10	ZNF844	chr19	+	1998	666	4	3	True	False	True
ENST00000439350.1	ENST00000439350	ENSG00000205464.12	ATP6AP1L	chr5	+	672	224	4	3	True	True	True
ENST00000439351.5	ENST00000439351	ENSG00000090520.11	DNAJB11	chr3	+	1074	358	10	9	True	False	True
ENST00000439373.3	ENST00000439373	ENSG00000203740.4	METTL11B	chr1	+	849	283	4	3	True	False	True
ENST00000439374.6	ENST00000439374	ENSG00000197622.13	CDC42SE1	chr1	-	237	79	3	2	True	False	True
ENST00000439428.5	ENST00000439428	ENSG00000161298.18	ZNF382	chr19	+	1647	549	4	3	True	False	True
ENST00000439435.3	ENST00000439435	ENSG00000196468.8	FGF16	chrX	+	621	207	3	2	True	False	True
ENST00000439461.6	ENST00000439461	ENSG00000196214.11	ZNF766	chr19	+	1404	468	4	3	True	True	True
ENST00000439466.3	ENST00000439466	ENSG00000237957.6	CT47A5	chrX	-	864	288	2	1	True	False	True
ENST00000439500.5	ENST00000439500	ENSG00000106304.15	SPAM1	chr7	+	1527	509	3	2	True	False	True
ENST00000439502.6	ENST00000439502	ENSG00000241878.11	PISD	chr22	-	1227	409	8	7	True	False	True
ENST00000439556.3	ENST00000439556	ENSG00000257591.6	ZNF625	chr19	-	1116	372	4	3	True	False	True
ENST00000439602.7	ENST00000439602	ENSG00000231500.7	RPS18	chr6	+	456	152	6	5	True	False	True
ENST00000439617.8	ENST00000439617	ENSG00000162946.23	DISC1	chr1	+	2562	854	13	12	True	False	True
ENST00000439649.7	ENST00000439649	ENSG00000151892.14	GFRA1	chr10	-	1380	460	9	8	True	False	True
ENST00000439682.2	ENST00000439682	ENSG00000233917.9	POTEB	chr15	-	1632	544	11	10	True	True	True
ENST00000439741.4	ENST00000439741	ENSG00000014914.21	MTMR11	chr1	-	2127	709	17	16	True	False	True
ENST00000439742.6	ENST00000439742	ENSG00000213347.10	MXD3	chr5	-	618	206	6	5	True	False	True
ENST00000439765.4	ENST00000439765	ENSG00000234409.7	CCDC188	chr22	-	1206	402	9	8	True	False	True
ENST00000439785.5	ENST00000439785	ENSG00000168661.14	ZNF30	chr19	+	1872	624	4	3	True	False	True
ENST00000439922.6	ENST00000439922	ENSG00000269404.7	SPIB	chr19	+	513	171	3	2	True	False	True
ENST00000439958.7	ENST00000439958	ENSG00000149532.15	CPSF7	chr11	-	1386	462	8	7	True	False	True
ENST00000439977.7	ENST00000439977	ENSG00000051108.15	HERPUD1	chr16	+	1173	391	8	7	True	False	True
ENST00000440121.1	ENST00000440121	ENSG00000168026.18	TTC21A	chr3	+	3816	1272	28	27	True	False	True
ENST00000440215.4	ENST00000440215	ENSG00000238074.5	TSPY9P	chrY	+	942	314	6	5	True	True	True
ENST00000440264.5	ENST00000440264	ENSG00000133101.10	CCNA1	chr13	+	1263	421	8	7	True	False	True
ENST00000440314.7	ENST00000440314	ENSG00000130038.10	CRACR2A	chr12	-	2193	731	17	16	True	True	True
ENST00000440411.7	ENST00000440411	ENSG00000135473.15	PAN2	chr12	-	3594	1198	25	24	True	False	True
ENST00000440460.7	ENST00000440460	ENSG00000150764.14	DIXDC1	chr11	+	2049	683	20	19	True	False	True
ENST00000440486.7	ENST00000440486	ENSG00000068078.18	FGFR3	chr4	+	2418	806	17	16	True	False	True
ENST00000440582.1	ENST00000440582	ENSG00000241241.1	KRTAP4-16	chr17	-	705	235	1	0	True	True	True
ENST00000440685.6	ENST00000440685	ENSG00000189171.14	S100A13	chr1	-	294	98	2	1	True	False	True
ENST00000440823.1	ENST00000440823	ENSG00000197487.9	GALP	chr19	+	147	49	2	1	True	False	True
ENST00000440859.8	ENST00000440859	ENSG00000105879.12	CBLL1	chr7	+	1473	491	6	5	True	True	True
ENST00000440890.7	ENST00000440890	ENSG00000138696.11	BMPR1B	chr4	+	1596	532	11	10	True	True	True
ENST00000440926.3	ENST00000440926	ENSG00000036565.15	SLC18A1	chr8	-	1575	525	15	14	True	False	True
ENST00000440940.7	ENST00000440940	ENSG00000124275.15	MTRR	chr5	+	2094	698	14	13	True	False	True
ENST00000440944.6	ENST00000440944	ENSG00000160360.13	GPSM1	chr9	+	2025	675	14	13	True	False	True
ENST00000440961.6	ENST00000440961	ENSG00000183560.9	IZUMO1R	chr11	+	729	243	4	3	True	True	True
ENST00000440973.5	ENST00000440973	ENSG00000091831.23	ESR1	chr6	+	1785	595	8	7	True	False	True
ENST00000441025.2	ENST00000441025	ENSG00000170152.5	AL391987.1	chr9	-	198	66	3	2	True	True	True
ENST00000441037.7	ENST00000441037	ENSG00000273540.4	AGBL1	chr15	+	3336	1112	25	24	True	True	True
ENST00000441065.3	ENST00000441065	ENSG00000251258.2	RFPL4B	chr6	+	789	263	1	0	True	False	True
ENST00000441159.7	ENST00000441159	ENSG00000170379.20	TCAF2	chr7	+	2757	919	7	6	True	True	True
ENST00000441174.8	ENST00000441174	ENSG00000154144.13	TBRG1	chr11	+	1233	411	9	8	True	False	True
ENST00000441178.2	ENST00000441178	ENSG00000235376.5	RPEL1	chr10	+	684	228	1	0	True	False	True
ENST00000441222.8	ENST00000441222	ENSG00000109189.13	USP46	chr4	-	1098	366	9	8	True	False	True
ENST00000441223.3	ENST00000441223	ENSG00000235118.8	FAM237A	chr2	+	543	181	2	1	True	False	True
ENST00000441248.5	ENST00000441248	ENSG00000197620.11	EOLA1	chrX	+	474	158	2	1	True	False	True
ENST00000441259.2	ENST00000441259	ENSG00000180644.8	PRF1	chr10	-	1665	555	2	1	True	False	True
ENST00000441310.7	ENST00000441310	ENSG00000064933.18	PMS1	chr2	+	2796	932	12	11	True	False	True
ENST00000441330.3	ENST00000441330	ENSG00000236126.3	CT47A3	chrX	-	864	288	2	1	True	False	True
ENST00000441339.3	ENST00000441339	ENSG00000172927.8	MYEOV	chr11	+	939	313	2	1	True	False	True
ENST00000441366.6	ENST00000441366	ENSG00000166947.14	EPB42	chr15	-	2073	691	13	12	True	False	True
ENST00000441448.7	ENST00000441448	ENSG00000197498.13	RPF2	chr6	+	918	306	10	9	True	False	True
ENST00000441493.7	ENST00000441493	ENSG00000243156.9	MICAL3	chr22	-	6006	2002	31	30	True	False	True
ENST00000441508.4	ENST00000441508	ENSG00000214688.6	C10orf105	chr10	-	399	133	1	0	True	False	True
ENST00000441525.4	ENST00000441525	ENSG00000226372.4	DCAF8L1	chrX	-	1800	600	1	0	True	False	True
ENST00000441542.6	ENST00000441542	ENSG00000048052.21	HDAC9	chr7	+	3207	1069	25	24	True	True	True
